9.071942	0.378061	2.415789	-0.852815
0.297913	1.403626	1.844776	-0.685888
0.722883	2.315560	-1.142858	-1.743276
0.218808	3.100722	-3.940387	-0.592106
0.495146	4.153610	-0.545163	-2.801098
0.137290	5.024108	3.054120	-1.248730
0.650329	5.998246	-0.700457	-1.857747
0.953751	7.003020	2.544558	1.090473
0.518162	7.845332	-0.652449	-1.451119
0.788297	8.764403	-1.481906	0.365004
0.890942	0.609041	-0.080435	1.364659
1.286451	1.583441	2.581758	-1.765234
1.689731	2.482112	-2.482488	0.726695
1.136774	3.268996	-3.121168	-1.997858
1.442607	4.270832	-2.918105	2.790166
1.091665	5.197137	-1.383936	0.243555
1.567217	6.239730	-0.990556	2.521575
1.871201	7.149264	2.352913	-0.513156
1.385397	7.902680	0.437555	0.202986
1.652257	9.019517	3.060418	3.673675
1.841300	0.863664	-0.475906	-1.769108
2.359733	1.682525	-2.595481	-3.527426
2.558752	2.577625	0.067561	1.579390
2.023104	3.467504	-0.499581	1.870650
2.378426	4.390073	-1.090425	-0.051918
1.984321	5.240930	-1.102652	2.159967
2.428436	6.031700	1.126520	-1.925576
2.774621	6.839377	-1.311118	1.248785
2.311273	8.165013	1.835275	1.879183
2.595691	9.065280	-0.455068	3.443181
2.893406	0.853881	-1.334188	0.114591
3.243304	1.910250	0.647421	3.172682
3.511859	2.733750	-1.404176	3.596804
2.898404	3.665012	1.010532	0.628601
3.508682	4.494088	-1.685743	2.223438
2.945172	5.237707	2.112719	3.356546
3.380274	6.097392	1.815344	-0.101708
3.770845	6.932122	-0.387662	-4.010676
3.147872	7.664575	-1.277616	-3.923741
3.416199	8.536573	-4.038715	1.919093
3.681647	0.331926	1.872429	-1.846688
3.903979	1.220391	-0.966003	0.864340
4.276298	2.041509	-2.516203	-0.721222
3.869038	3.647799	0.972471	-0.824034
4.426037	4.440523	1.689550	-2.713350
3.919965	5.286462	0.277497	-1.716650
4.345482	6.167425	-0.857843	-0.588125
4.798928	7.022329	1.631904	2.174841
4.080472	7.811435	1.995344	0.121016
4.403010	8.723273	0.716346	2.204518
4.604968	0.417880	0.303754	2.853692
4.875587	1.268851	4.839054	-2.125377
5.253447	2.168073	0.035490	-1.923826
4.533653	2.965918	-0.452102	-0.106528
4.938542	3.720063	1.393490	-1.345303
4.840776	5.363663	2.688530	-1.075966
5.269838	6.220100	2.654605	0.407139
5.684725	7.043042	0.991952	-2.390671
5.058443	7.907992	0.706012	2.213698
5.379502	8.739810	0.144382	1.580731
5.537194	0.463616	0.136367	2.399577
5.883247	1.307819	0.173606	-4.328331
6.141547	2.259763	-1.937393	-4.445616
5.545587	3.011628	-1.736097	-3.223745
5.877214	3.853128	1.172064	0.307918
5.390660	4.605121	-3.923705	2.552977
5.810295	5.471496	-1.370337	2.696782
6.263326	6.357772	-1.225269	1.655869
5.956890	7.963617	1.270717	-0.606522
6.328207	8.814016	-3.040911	-1.875068
6.559656	0.623256	3.556193	-0.003940
6.883761	1.449654	-1.924633	-1.890242
7.116513	2.324357	0.079321	3.554159
6.463904	3.155633	0.568248	1.749535
6.902598	3.983883	0.454096	-1.121000
6.362247	4.747440	-0.037201	-0.260521
6.809648	5.642156	-3.016281	-0.380131
7.185527	6.562611	3.559633	-1.386659
6.600268	7.267170	-1.572037	-2.130658
7.006844	8.083475	-2.923241	-1.993156
7.285831	8.968751	3.810868	-0.990639
7.585411	0.835587	-3.785805	-2.786802
7.835422	1.782578	-0.330720	-3.338251
7.429315	3.136156	0.857813	-1.645058
7.844908	4.017447	-0.898509	2.823097
7.314861	4.769082	2.085125	2.924873
7.778426	5.581927	1.832507	1.894519
8.055601	6.469273	-1.254062	0.255664
7.651668	7.415765	-0.816604	-0.863980
7.936510	8.306469	3.229796	1.562066
8.161415	0.076688	2.192009	-0.402489
8.439962	1.079708	-2.194421	1.444795
8.784614	2.025168	-3.386219	1.176566
8.341310	2.900557	-0.609963	-0.584140
8.742241	3.803331	-1.993749	0.258140
8.358467	4.839283	1.723289	1.012503
8.774785	5.844758	2.534428	1.956067
0.019666	6.843305	3.299649	-0.474984
8.604957	7.605832	0.245703	3.614152
8.880186	8.647952	-2.733958	-3.502081
