0 	 2.607981 	 2.607981 	 7.820184 	 10.428165 
1 	 2.593297 	 2.593297 	 7.834926 	 10.428224 
2 	 2.580085 	 2.580085 	 7.848197 	 10.428281 
3 	 2.569225 	 2.569225 	 7.859111 	 10.428335 
4 	 2.561536 	 2.561536 	 7.866846 	 10.428382 
5 	 2.557728 	 2.557728 	 7.870691 	 10.428419 
6 	 2.558360 	 2.558360 	 7.870085 	 10.428445 
7 	 2.563804 	 2.563804 	 7.864653 	 10.428457 
8 	 2.574230 	 2.574230 	 7.854225 	 10.428456 
9 	 2.589594 	 2.589594 	 7.838847 	 10.428441 
10 	 2.609644 	 2.609644 	 7.818771 	 10.428415 
11 	 2.633943 	 2.633943 	 7.794436 	 10.428379 
12 	 2.661898 	 2.661898 	 7.766438 	 10.428335 
13 	 2.692798 	 2.692798 	 7.735490 	 10.428287 
14 	 2.725856 	 2.725856 	 7.702381 	 10.428237 
15 	 2.760255 	 2.760255 	 7.667933 	 10.428188 
16 	 2.795180 	 2.795180 	 7.632961 	 10.428142 
17 	 2.829863 	 2.829863 	 7.598237 	 10.428100 
18 	 2.863602 	 2.863602 	 7.564462 	 10.428064 
19 	 2.895790 	 2.895790 	 7.532245 	 10.428034 
20 	 2.925921 	 2.925921 	 7.502091 	 10.428012 
21 	 2.953602 	 2.953602 	 7.474394 	 10.427996 
22 	 2.978547 	 2.978547 	 7.449439 	 10.427986 
23 	 3.000573 	 3.000573 	 7.427409 	 10.427982 
24 	 3.019582 	 3.019582 	 7.408399 	 10.427982 
25 	 3.035551 	 3.035551 	 7.392433 	 10.427984 
26 	 3.048503 	 3.048503 	 7.379485 	 10.427988 
27 	 3.058496 	 3.058496 	 7.369496 	 10.427993 
28 	 3.065597 	 3.065597 	 7.362400 	 10.427996 
29 	 3.069864 	 3.069864 	 7.358133 	 10.427998 
30 	 3.071340 	 3.071340 	 7.356657 	 10.427997 
31 	 3.070032 	 3.070032 	 7.357961 	 10.427993 
32 	 3.065919 	 3.065919 	 7.362069 	 10.427987 
33 	 3.058946 	 3.058946 	 7.369034 	 10.427980 
34 	 3.049039 	 3.049039 	 7.378932 	 10.427971 
35 	 3.036128 	 3.036128 	 7.391836 	 10.427965 
36 	 3.020172 	 3.020172 	 7.407790 	 10.427962 
37 	 3.001197 	 3.001197 	 7.426769 	 10.427966 
38 	 2.979342 	 2.979342 	 7.448638 	 10.427980 
39 	 2.954897 	 2.954897 	 7.473109 	 10.428006 
40 	 2.928344 	 2.928344 	 7.499703 	 10.428046 
41 	 2.900374 	 2.900374 	 7.527727 	 10.428101 
42 	 2.871891 	 2.871891 	 7.556278 	 10.428169 
43 	 2.843990 	 2.843990 	 7.584256 	 10.428246 
44 	 2.817905 	 2.817905 	 7.610424 	 10.428329 
45 	 2.794936 	 2.794936 	 7.633475 	 10.428411 
46 	 2.776360 	 2.776360 	 7.652125 	 10.428485 
47 	 2.763333 	 2.763333 	 7.665214 	 10.428547 
48 	 2.756796 	 2.756796 	 7.671794 	 10.428590 
49 	 2.757401 	 2.757401 	 7.671210 	 10.428611 
50 	 2.765461 	 2.765461 	 7.663148 	 10.428609 
51 	 2.780934 	 2.780934 	 7.647652 	 10.428586 
52 	 2.803439 	 2.803439 	 7.625105 	 10.428544 
53 	 2.832295 	 2.832295 	 7.596193 	 10.428488 
54 	 2.866587 	 2.866587 	 7.561834 	 10.428421 
55 	 2.905240 	 2.905240 	 7.523110 	 10.428350 
56 	 2.947088 	 2.947088 	 7.481190 	 10.428279 
57 	 2.990950 	 2.990950 	 7.437260 	 10.428210 
58 	 3.035679 	 3.035679 	 7.392468 	 10.428147 
59 	 3.080217 	 3.080217 	 7.347876 	 10.428093 
